Timestamp 	 X-Axis 	 Y-Axis 	 Z-Axis
0.000311851501465	-0.008	-0.328	2.044
0.00783491134644	0.028	0.048	-1.12
0.0151698589325	-0.044	-0.028	0.12
0.0224969387054	0.012	-0.216	1.176
0.0298228263855	0.092	0.092	-1.352
0.0371658802032	0.008	-0.152	1.272
0.0444929599762	-0.012	-0.008	0.036
0.0518169403076	0.068	0.044	-1.052
0.059140920639	0.032	-0.352	2.044
0.0664758682251	0.016	0.132	-0.856
0.073802947998	-0.052	-0.364	2.044
0.0811369419098	-0.008	-0.264	1.624
0.0884699821472	-0.048	0.096	-1.328
0.0958018302917	0.02	-0.336	2.044
0.103155851364	0.108	-0.068	0.484
0.110493898392	-0.072	-0.228	1.944
0.117825984955	-0.02	-0.304	2.044
0.125163793564	0.048	-0.008	-0.604
0.132496833801	0.012	-0.272	2.044
0.139830827713	-0.192	0.04	-1.212
0.147161960602	-0.088	0.06	0.364
0.154496908188	0.036	-0.328	2.044
0.161827802658	-0.052	0.192	-1.344
0.169157981873	-0.024	-0.104	1.512
0.176487922668	-0.068	-0.072	-0.176
0.183819770813	0.08	0.068	-0.908
0.191164970398	-0.036	-0.288	2.044
0.198501825333	0.036	0.056	-1.0
0.205841779709	0.028	-0.3	2.044
0.213175773621	-0.056	-0.168	1.364
0.220518827438	-0.18	0.096	-1.368
0.227855920792	-0.044	-0.296	2.044
0.235185861588	-0.064	-0.032	0.236
0.242516994476	-0.14	-0.192	2.044
0.249847888947	-0.064	-0.316	2.044
0.257171869278	0.02	-0.024	-0.424
0.26451086998	-0.044	-0.316	2.044
0.271843910217	-0.048	-0.24	1.808
0.279180765152	-0.02	-0.064	0.62
0.286510944366	-0.196	-0.352	2.044
0.293841838837	0.0	0.088	-1.3
0.301170825958	-0.1	-0.072	1.744
0.308506965637	-0.16	-0.088	-0.392
0.315837860107	0.032	0.04	-0.74
0.323166847229	-0.012	-0.296	2.044
0.330514907837	0.132	0.084	-1.128
0.337843894958	-0.016	-0.056	0.18
0.345187902451	-0.028	-0.224	1.132
0.352518796921	0.032	0.1	-1.36
0.359846830368	-0.028	-0.296	2.044
0.367177963257	0.16	-0.004	0.0
0.374498844147	-0.064	-0.228	2.044
0.381833791733	-0.04	-0.244	2.044
0.389169931412	0.044	-0.052	-0.22
0.396498918533	0.08	-0.348	2.044
0.403827905655	-0.016	-0.256	1.568
0.411166906357	0.06	-0.06	0.876
0.418499946594	-0.128	-0.352	2.044
0.425830841064	-0.032	0.18	-1.224
0.433172941208	-0.1	-0.088	1.996
0.44051194191	0.052	-0.044	-0.58
0.447843790054	0.104	0.028	-0.572
0.455172777176	-0.12	-0.304	2.044
0.462507963181	0.172	0.072	-1.204
0.469841957092	0.02	-0.1	0.424
0.477168798447	-0.06	-0.132	0.864
0.484502792358	-0.02	0.144	-1.336
0.491833925247	0.012	-0.324	2.044
0.499167919159	-0.196	-0.032	-0.232
0.506498813629	-0.06	-0.252	2.044
0.513827800751	-0.048	-0.248	2.044
0.52115893364	-0.092	0.184	-1.052
0.52848982811	0.024	-0.376	2.044
0.535831928253	-0.028	-0.128	1.308
0.543167829514	-0.008	-0.136	1.116
0.550503969193	-0.044	-0.3	2.044
0.557842969894	-0.076	0.1	-1.136
0.565171957016	0.036	-0.14	2.044
0.572499990463	-0.232	-0.024	-0.784
0.579836845398	-0.004	-0.004	-0.38
0.587166786194	-0.112	-0.408	2.044
0.594496965408	0.032	0.092	-1.292
0.601824998856	-0.032	-0.148	0.672
0.609155893326	-0.036	-0.16	0.62
0.616493940353	0.0	0.136	-1.284
0.623815774918	-0.092	-0.316	2.044
0.631149768829	0.124	-0.152	-0.436
0.638485908508	0.036	0.032	-0.708
0.645812988281	-0.068	-0.26	2.044
0.653154850006	0.052	0.004	-1.152
0.660489797592	-0.008	-0.436	2.044
0.667833805084	-0.056	-0.224	1.076
0.675164937973	0.1	-0.232	1.38
0.682493925095	-0.032	-0.388	2.044
0.689825773239	-0.036	0.152	-1.0
0.697150945663	0.044	-0.18	2.044
0.704482793808	-0.056	-0.268	2.044
0.711812973022	0.152	-0.008	-0.164
0.719142913818	-0.088	-0.344	2.044
0.72647190094	0.172	0.06	-1.328
0.733799934387	-0.016	-0.152	0.924
0.741133928299	-0.032	-0.056	0.372
0.748467922211	-0.02	0.152	-1.204
0.755796909332	-0.02	-0.336	2.044
0.763126850128	-0.112	0.184	-0.648
0.770456790924	-0.028	0.108	-0.544
0.777790784836	0.0	-0.248	1.94
0.785118818283	-0.024	0.172	-1.252
0.792449951172	-0.06	-0.376	2.044
0.799780845642	-0.072	-0.164	0.812
0.807108879089	0.056	-0.172	1.628
0.814436912537	0.036	-0.332	2.044
0.821779966354	-0.236	0.024	-0.276
0.82911491394	-0.032	-0.256	2.044
0.836444854736	-0.028	-0.264	2.044
0.843774795532	-0.068	-0.04	0.06
0.851102828979	-0.052	-0.388	2.044
0.858437776566	-0.012	0.132	-1.368
0.865765810013	-0.016	-0.22	1.192
0.873095989227	0.004	-0.112	0.132
0.880424976349	0.052	0.076	-1.092
0.887752771378	-0.048	-0.344	2.044
0.895086765289	-0.072	-0.156	-0.808
0.902422904968	-0.096	0.032	-0.356
0.909757852554	-0.036	-0.228	1.696
0.917086839676	-0.216	0.064	-1.316
0.924418926239	-0.02	-0.4	2.044
0.931755781174	-0.12	-0.176	0.544
0.939090967178	0.096	-0.22	1.88
0.946419000626	-0.004	-0.34	2.044
0.953747987747	-0.052	0.016	-0.5
0.961072921753	-0.048	-0.248	2.044
0.968401908875	-0.028	-0.248	2.044
0.975730895996	0.064	-0.056	0.3
0.983063936234	-0.076	-0.308	2.044
0.990394830704	0.068	0.072	-1.352
0.997727870941	-0.044	-0.18	1.448
1.00505590439	-0.06	-0.396	2.044
1.0123898983	0.076	0.072	-0.948
1.01972389221	-0.016	-0.336	2.044
1.02706289291	0.096	0.12	-0.976
1.03439593315	-0.012	-0.004	-0.108
1.04172682762	0.0	-0.244	1.448
1.0490489006	0.092	0.116	-1.34
1.05637598038	-0.072	-0.376	2.044
1.06370592117	-0.064	-0.1	0.28
1.07104086876	0.064	0.068	-1.168
1.07837486267	0.04	-0.344	2.044
1.08570194244	-0.004	0.176	-0.692
1.09303593636	-0.048	-0.324	2.044
1.10037088394	-0.012	-0.244	1.872
1.10770583153	-0.016	-0.04	0.552
1.11503481865	0.012	-0.308	2.044
1.12237381935	0.056	-0.032	0.736
1.12970399857	-0.032	-0.16	1.712
1.13703179359	-0.076	-0.32	2.044
1.1443669796	0.06	0.016	-0.796
1.15169692039	0.064	-0.324	2.044
1.15903091431	-0.14	0.032	-1.1
1.16635990143	-0.072	0.008	0.12
1.17368793488	-0.02	-0.136	1.18
1.18102288246	-0.072	0.192	-1.368
1.18835783005	-0.016	-0.1	1.264
1.19568777084	-0.068	-0.12	0.052
1.20301699638	0.06	0.044	-1.04
1.21034598351	-0.02	-0.304	2.044
1.21767997742	0.02	0.016	-0.86
1.22500896454	-0.048	-0.276	2.044
1.23234796524	-0.048	-0.2	1.616
1.23968076706	-0.06	0.02	0.812
1.24700284004	-0.008	-0.32	2.044
1.25433683395	-0.108	-0.048	0.464
1.26167392731	-0.124	-0.192	1.948
1.26901078224	-0.064	-0.32	2.044
1.2763428688	0.064	0.012	-0.6
1.28367185593	-0.02	-0.304	2.044
1.29100298882	-0.02	0.072	-1.216
1.29833889008	-0.036	-0.04	0.384
1.30566978455	-0.132	-0.368	2.044
1.31300091743	-0.016	0.084	-1.332
1.32033085823	-0.068	-0.084	1.524
1.32765984535	-0.144	-0.144	-0.192
1.33498978615	0.036	0.068	-0.896
1.34231877327	-0.052	-0.296	2.044
1.34965777397	0.096	0.12	-1.028
1.35698699951	0.024	-0.38	2.044
1.3643219471	-0.024	-0.228	1.352
1.37165188789	0.0	0.084	-1.368
1.37897896767	-0.132	-0.288	2.044
1.38630890846	0.072	-0.072	0.208
1.39363884926	-0.06	-0.12	2.044
1.40096879005	-0.056	-0.272	2.044
1.40829896927	0.016	-0.024	-0.408
1.41562795639	-0.064	-0.416	2.044
1.42296385765	0.128	0.06	-1.284
1.43029689789	0.04	-0.104	0.652
1.43763995171	-0.068	-0.408	2.044
1.4449698925	-0.004	0.16	-1.284
1.45230078697	-0.024	-0.14	1.78
1.45963597298	0.208	-0.112	-0.408
1.46696996689	0.048	0.028	-0.732
1.47430276871	-0.06	-0.272	2.044
1.48163986206	0.18	0.044	-1.12
1.48896789551	0.028	-0.072	0.216
1.49629592896	-0.012	-0.196	1.096
1.50362491608	-0.008	0.148	-1.344
1.51095986366	0.004	-0.332	2.044
1.51828885078	-0.02	0.044	-0.04
1.52561879158	-0.016	-0.148	2.044
1.53294897079	-0.032	-0.236	2.044
1.54028391838	0.116	-0.036	-0.184
1.54761886597	-0.072	-0.336	2.044
1.55494689941	-0.028	-0.204	1.536
1.56227684021	-0.032	-0.12	0.904
1.56960678101	0.012	-0.3	2.044
1.57694482803	-0.076	0.132	-1.204
1.58428096771	0.04	-0.144	2.032
1.59161090851	-0.184	0.092	-0.632
1.59894680977	-0.028	0.088	-0.548
1.60627484322	0.0	-0.324	2.044
1.61359477043	-0.048	0.18	-1.256
1.62093091011	-0.016	-0.136	0.468
1.62826490402	-0.064	-0.152	0.824
1.63559389114	0.096	0.132	-1.316
1.6429309845	-0.036	-0.332	2.044
1.65026187897	-0.112	-0.12	-0.248
1.65759778023	0.036	-0.252	2.044
1.66492581367	-0.02	-0.248	2.044
1.67225599289	-0.264	0.028	-1.072
1.67959094048	-0.08	-0.404	2.044
1.68692088127	-0.136	-0.192	1.26
1.69425582886	-0.052	-0.212	1.172
1.70159077644	0.036	-0.408	2.044
1.70892596245	0.02	0.1	-1.108
1.71625494957	-0.044	-0.32	2.044
1.72358584404	0.012	-0.168	-0.788
1.73091578484	-0.044	0.016	-0.348
1.73824977875	0.056	-0.364	2.044
1.74557781219	-0.168	0.048	-1.288
1.75290799141	0.0	-0.104	0.732
1.7602288723	-0.104	-0.196	0.556
1.76756286621	0.064	0.096	-1.248
1.77488994598	-0.008	-0.352	2.044
1.78222489357	-0.008	0.112	-0.508
1.78955888748	-0.02	0.144	-0.692
1.79688692093	-0.02	-0.236	2.044
1.80422997475	0.088	0.044	-1.168
1.81155991554	-0.112	-0.332	2.044
1.8188958168	-0.08	-0.224	1.032
1.82622385025	-0.012	-0.188	1.436
1.83355379105	0.008	-0.4	2.044
1.84088182449	-0.016	0.132	-0.972
1.8482208252	-0.036	-0.324	2.044
1.85554981232	-0.072	-0.308	2.044
1.862885952	-0.08	-0.008	-0.128
1.87022089958	0.032	-0.384	2.044
1.87755584717	0.052	0.136	-1.344
1.88488388062	0.04	-0.14	0.996
1.89221191406	0.04	-0.12	0.316
1.89954590797	0.124	0.088	-1.172
1.90687394142	0.032	-0.332	2.044
1.91420698166	-0.116	0.08	-0.672
1.92154097557	-0.108	0.112	-0.504
1.92887091637	0.032	-0.236	1.884
1.93619894981	-0.136	0.128	-1.268
1.9435338974	0.084	-0.288	2.044
1.95086789131	-0.044	-0.06	0.74
1.9582028389	-0.024	-0.192	1.688
1.96553277969	-0.028	-0.328	2.044
1.97286176682	0.164	-0.056	-0.308
1.98021292686	0.0	-0.264	2.044
1.98753499985	-0.02	-0.26	2.044
1.99486494064	-0.132	0.016	0.1
2.00219392776	-0.008	-0.368	2.044
2.00952482224	-0.14	0.176	-1.368
2.01685380936	-0.028	-0.144	1.244
2.02418398857	-0.172	-0.16	0.068
2.03151679039	0.052	0.04	-1.052
2.03885197639	0.036	-0.32	2.044
2.04617977142	-0.036	0.004	-0.848
2.05351877213	0.008	0.024	-0.292
2.0608549118	-0.064	-0.24	1.64
2.06819081306	-0.108	0.0	-1.332
2.07551288605	-0.008	-0.316	2.044
2.08284282684	-0.112	-0.136	0.492
2.09017276764	0.004	-0.232	1.924
2.09750580788	-0.056	-0.348	2.044
2.10483384132	-0.064	0.204	-0.548
2.11216378212	-0.04	-0.304	2.044
2.11949276924	-0.056	-0.248	2.044
2.12682199478	-0.032	-0.032	0.356
2.13415193558	-0.112	-0.352	2.044
2.14148783684	0.064	0.128	-1.352
2.14882397652	-0.032	-0.104	1.508
2.15615296364	-0.12	-0.32	2.044
2.16348290443	0.056	0.044	-0.92
2.17081189156	0.084	-0.372	2.044
2.17814588547	0.2	0.104	-0.972
2.18547296524	-0.024	-0.04	-0.056
2.19280290604	-0.008	-0.272	1.392
2.20013189316	0.012	0.104	-1.356
2.20745897293	-0.06	-0.316	2.044
2.21479296684	0.16	-0.044	0.24
2.22213888168	0.052	0.112	-1.144
2.22947692871	-0.052	-0.272	2.044
2.23680686951	0.184	-0.032	-0.724
2.24413776398	0.028	-0.348	2.044
2.25146484375	-0.048	-0.236	1.832
2.25882196426	0.036	-0.028	0.608
2.26615285873	-0.028	-0.376	2.044
2.27349376678	-0.036	0.18	-1.296
2.28082585335	-0.032	-0.1	1.748
2.28815579414	0.004	-0.312	2.044
2.29548287392	0.068	0.076	-0.756
2.3028178215	-0.064	-0.296	2.044
2.31014800072	0.084	0.06	-1.112
2.31750178337	0.02	-0.06	0.18
2.32483291626	-0.036	-0.168	1.12
2.33216381073	-0.1	0.12	-1.368
2.33949494362	-0.008	-0.1	1.316
2.34682393074	-0.22	-0.056	0.0
2.35415077209	-0.052	0.144	-1.028
2.36148095131	-0.056	-0.256	2.044
2.36881089211	-0.1	0.156	-0.912
2.37614488602	-0.032	-0.364	2.044
2.3834798336	-0.044	-0.172	1.556
2.39081096649	-0.016	-0.108	0.864
2.39814591408	-0.128	-0.288	2.044
2.4054749012	-0.044	-0.076	0.42
2.412804842	-0.084	-0.064	1.98
2.42013978958	-0.052	-0.268	2.044
2.4274699688	-0.004	0.028	-0.568
2.43486881256	-0.096	-0.4	2.044
2.44220089912	0.072	0.092	-1.236
2.44953083992	-0.036	-0.12	0.432
2.45685982704	-0.008	-0.172	0.848
2.46420383453	0.016	0.116	-1.328
2.47153997421	-0.024	-0.192	1.576
2.47887587547	0.2	-0.104	-0.228
2.48620891571	0.036	0.08	-0.88
2.49353694916	-0.052	-0.264	2.044
2.50087094307	-0.012	-0.036	-1.044
2.50820589066	-0.04	-0.44	2.044
2.51553487778	-0.052	-0.272	1.316
2.5228638649	0.172	0.048	-1.324
2.53019285202	0.0	-0.372	2.044
2.53751993179	0.08	-0.076	0.172
2.54484677315	0.04	-0.184	2.044
2.55217599869	-0.072	-0.296	2.044
2.55951189995	0.084	0.004	-0.368
2.56683897972	-0.04	-0.316	2.044
2.57416796684	0.124	0.024	-1.3
2.58150196075	-0.012	-0.104	0.688
2.58883285522	0.056	-0.412	2.044
2.596159935	0.052	0.12	-1.272
2.60351681709	0.04	-0.232	1.828
2.61084794998	-0.116	0.204	-0.456
2.61818385124	-0.012	0.144	-0.72
2.62551283836	0.0	-0.232	2.044
2.63283395767	-0.032	0.16	-1.164
2.64016485214	-0.084	-0.352	2.044
2.64750099182	-0.02	-0.164	1.028
2.65482997894	0.14	0.1	-1.34
2.66216397285	0.02	-0.332	2.044
2.66950798035	-0.092	-0.04	-0.064
2.67683982849	0.024	-0.26	2.044
2.68417286873	-0.028	-0.292	2.044
2.69150400162	-0.052	-0.008	-0.16
2.6988389492	-0.032	-0.368	2.044
2.70616793633	-0.092	-0.168	1.488
2.71350193024	0.0	-0.144	0.96
2.7208237648	0.04	-0.388	2.044
2.72815394402	0.08	0.112	-1.18
2.7359957695	0.016	-0.296	2.044
2.74334192276	-0.084	-0.14	-0.636
2.750674963	-0.064	0.052	-0.524
2.75800490379	0.008	-0.24	1.924
2.76533293724	-0.28	0.052	-1.272
2.77266478539	-0.012	-0.34	2.044
2.78000092506	-0.116	-0.18	0.784
2.78732991219	0.048	0.092	-1.312
2.79466485977	-0.008	-0.356	2.044
2.80199384689	-0.036	-0.032	-0.3
2.80932497978	-0.112	-0.248	2.044
2.81665492058	-0.056	-0.272	2.044
2.82398891449	-0.06	-0.012	0.052
2.83132791519	-0.044	-0.36	2.044
2.83865785599	-0.084	-0.28	1.24
2.84598684311	-0.04	-0.16	1.204
2.85331678391	-0.084	-0.424	2.044
2.86065196991	0.076	0.076	-1.068
2.8679869175	0.064	-0.332	2.044
2.87532877922	0.032	0.1	-0.828
2.88265681267	0.012	0.02	-0.308
2.88998579979	-0.044	-0.256	1.672
2.89731478691	0.108	0.064	-1.304
2.90464782715	-0.008	-0.084	0.772
2.91197776794	-0.044	-0.156	0.528
2.91930699348	0.088	0.08	-1.252
2.92663478851	0.024	-0.34	2.044
2.93396878242	-0.06	0.224	-0.52
2.94130897522	-0.048	-0.308	2.044
2.94864583015	0.004	-0.252	2.044
2.9559738636	-0.04	-0.036	0.324
2.9633038044	0.028	-0.312	2.044
2.97063279152	0.032	-0.052	0.976
2.97798681259	-0.036	-0.124	1.464
2.98531699181	-0.084	-0.34	2.044
2.99264883995	0.068	0.036	-0.936
2.9999768734	0.06	-0.332	2.044
3.00730490685	-0.132	0.036	-0.98
3.01463985443	-0.096	0.004	-0.096
3.02197289467	-0.032	-0.396	2.044
3.02930784225	-0.124	0.168	-1.36
3.03663682938	-0.004	-0.072	1.032
3.04397082329	0.02	-0.088	0.284
3.05129981041	0.04	0.104	-1.152
3.05863976479	-0.02	-0.308	2.044
3.065969944	0.012	-0.04	-0.692
3.0732998848	-0.06	-0.268	2.044
3.08065080643	-0.036	-0.24	1.852
3.08798289299	-0.288	0.012	-1.284
3.09531188011	0.012	-0.308	2.044
3.10264182091	-0.104	-0.128	0.716
3.10997080803	-0.104	-0.124	1.712
3.11730098724	-0.024	-0.3	2.044
3.12463092804	0.076	0.068	-0.792
3.13196396828	-0.004	-0.348	2.044
3.13929891586	0.028	0.08	-1.116
3.14662694931	0.016	-0.056	0.144
3.15395879745	0.0	-0.344	2.044
3.16128087044	-0.088	0.08	-1.368
3.16861391068	-0.112	-0.08	1.268
3.17594385147	-0.148	-0.172	0.032
3.18327879906	0.008	0.084	-1.036
3.19061183929	-0.032	-0.316	2.044
3.19794678688	0.06	0.132	-0.884
3.20527482033	-0.024	-0.048	-0.248
3.21260380745	-0.04	-0.248	1.608
3.21993899345	0.02	0.036	-1.332
3.22726583481	-0.176	-0.324	2.044
3.23460078239	0.128	-0.092	0.464
3.24192976952	-0.14	-0.08	1.956
3.24925398827	-0.068	-0.272	2.044
3.25657987595	0.036	0.0	-0.592
3.2639298439	-0.004	-0.424	2.044
3.27126789093	-0.04	-0.276	2.02
3.27860379219	-0.024	-0.06	0.388
3.28594684601	0.016	-0.408	2.044
3.29327583313	0.0	0.128	-1.316
3.3006029129	0.012	-0.112	1.544
3.30793690681	0.212	-0.012	-0.188
3.31526780128	0.056	0.08	-0.892
3.32259583473	-0.04	-0.272	2.044
3.32992696762	0.172	0.044	-1.02
3.33725380898	0.052	-0.052	-0.02
3.34458494186	-0.016	-0.18	1.352
3.35191893578	-0.052	0.12	-1.364
3.35925388336	-0.052	-0.336	2.044
3.36658287048	-0.048	0.024	0.192
3.37391781807	-0.032	-0.088	2.044
3.38124799728	-0.044	-0.268	2.044
3.38858294487	-0.06	0.072	-0.736
3.39592790604	-0.116	-0.312	2.044
3.40325880051	-0.092	-0.224	1.772
3.41058897972	-0.032	-0.1	0.64
3.41792392731	0.036	-0.376	2.044
3.42525196075	-0.084	0.132	-1.296
3.43258190155	-0.052	-0.176	1.784
3.43991279602	-0.336	0.076	-0.44
3.44724297523	0.008	0.128	-0.736
3.45457077026	-0.016	-0.28	2.044
3.46190690994	-0.108	0.152	-1.164
3.46924185753	0.064	-0.1	0.228
3.47656989098	-0.04	-0.164	1.084
3.48397183418	0.06	0.112	-1.352
3.491314888	-0.012	-0.336	2.044
3.49865078926	0.012	-0.112	-0.032
3.50597977638	0.052	-0.22	2.044
3.51331186295	-0.044	-0.268	2.044
3.52064299583	-0.22	-0.012	-0.936
3.52797293663	-0.112	-0.4	2.044
3.53530192375	-0.088	-0.256	1.532
3.54263687134	-0.032	-0.176	0.908
3.54997086525	-0.008	-0.368	2.044
3.55729985237	0.02	0.148	-1.212
3.56463384628	-0.012	-0.232	2.024
3.5719628334	-0.12	-0.3	2.044
3.57929682732	0.02	0.004	-0.54
3.58662390709	0.04	-0.296	2.044
3.59395289421	-0.02	-0.012	-1.24
3.60128283501	0.02	-0.076	0.468
3.60860991478	-0.052	-0.2	0.82
3.6159389019	0.112	0.1	-1.304
3.62327599525	0.0	-0.372	2.044
3.63060283661	-0.032	0.108	-0.268
3.63793778419	0.02	0.132	-0.864
3.64526295662	-0.044	-0.248	2.044
3.65259289742	0.104	0.068	-1.044
3.65992593765	-0.076	-0.344	2.044
3.6672539711	-0.056	-0.18	1.268
3.67458891869	-0.02	-0.176	1.168
3.68191981316	0.024	-0.44	2.044
3.68924880028	0.008	0.06	0.132
3.69658398628	0.028	-0.34	2.044
3.70391798019	-0.02	-0.368	2.044
3.71125197411	-0.028	0.052	-0.352
3.71858286858	0.072	-0.348	2.044
3.7259118557	-0.012	0.152	-1.316
3.73324179649	0.036	-0.108	0.728
3.74058699608	-0.052	-0.112	0.56
3.74792194366	0.096	0.096	-1.26
3.75524997711	0.148	-0.188	1.876
3.76257777214	-0.228	0.108	-0.496
3.76990795135	-0.088	0.18	-0.692
3.77723693848	0.0	-0.256	2.044
3.78456091881	-0.16	0.096	-1.18
3.79189276695	0.036	-0.312	2.044
3.79922795296	-0.096	-0.132	1.032
3.80655694008	-0.024	-0.184	1.432
3.81396198273	-0.052	-0.368	2.044
3.82130098343	0.084	-0.012	-0.092
3.82863688469	-0.064	-0.316	2.044
3.83596777916	-0.028	-0.288	2.044
3.84329795837	-0.112	0.024	-0.136
3.85063099861	0.044	-0.38	2.044
3.85796189308	-0.184	0.104	-1.364
3.86530780792	-0.036	-0.112	0.988
3.87263894081	-0.156	-0.148	0.296
3.87996983528	0.064	0.08	-1.168
3.88729691505	0.068	-0.28	2.044
3.89463186264	-0.02	-0.048	-0.668
3.90197682381	0.032	0.06	-0.5
3.90930581093	-0.052	-0.236	1.884
3.91663599014	-0.012	-0.024	-1.272
3.92396879196	-0.004	-0.272	2.044
3.9313018322	-0.048	-0.184	0.752
